row_i,col_j,ri,th,rf,v,a,b0,scan,stress,j_crit,je_max,je_sc,margin,converged
1,27,0.4630508474576271,0.021635826670091562,0.48468667412771865,0.6736080047712492,0.06441862359852428,6.956069945086584,627.3066516621012,412.0436358717211,881.203957602397,352.48158304095887,352.48838722096417,2.4999517418143973,True
1,28,0.47983050847457626,0.02091134279085688,0.5007418512654331,0.7233118632389332,0.06441862359852428,6.6879122565514,679.5909086894203,408.3637751702578,891.0886626392711,356.43546505570845,356.4411190487393,2.4999603441302876,True
1,29,0.4966101694915254,0.02023288713994792,0.5168430566314733,0.7747847966619654,0.06441862359852428,6.433905985936093,731.9854964486077,404.2660872963001,900.6788474978532,360.2715389991413,360.27624592951975,2.4999673380466265,True
1,30,0.5133898305084745,0.01959628827444737,0.5329861187829219,0.8280268050403455,0.06441862359852428,6.193086239702004,784.229480753064,399.8046470562292,909.9827416815815,363.99309667263265,363.99702170129166,2.499973042165011,True
1,31,0.5301694915254237,0.018997855000286057,0.5491673465257098,0.8830378883740738,0.06441862359852428,5.964571788086524,836.080717299467,395.02887728064957,919.0083806572301,367.60335226289203,367.6064877589096,2.499978676273937,True
1,32,0.5469491525423729,0.018434310438799395,0.5653834629811723,0.9398180466631503,0.06441862359852428,5.747561113856964,887.320111993529,389.9845418504348,927.7634089871543,371.1053635948617,371.1078449697851,2.4999832840038483,True
1,33,0.563728813559322,0.01790273646419893,0.581631550023521,0.9983672799075749,0.06441862359852428,5.541199615226154,937.6691885446724,384.69677507959915,936.2602633877661,374.5041053551065,374.4961226598716,2.5000532895719862,True
1,34,0.5805084745762712,0.017400526694517526,0.5979090012707887,1.0586855881073476,0.06441862359852428,5.345072749169459,987.122730291022,379.2394879497405,944.4954656270937,377.7981862508375,377.79169707398347,2.500042941499934,True
1,35,0.5972881355932204,0.016925346566026955,0.6142134821592473,1.1207729712624683,0.06441862359852428,5.158406692443261,1035.4309601847208,373.62645280443905,952.4823662825162,380.9929465130065,380.9876681583338,2.5000346359942447,True
1,36,0.6140677966101695,0.016475099297342255,0.6305428959075118,1.1846294293729371,0.06441862359852428,4.98062755942411,1082.458680839656,367.8887916947383,960.2279755709308,384.09119022837234,384.0868938872239,2.5000279646430066,True
1,37,0.6308474576271186,0.016047896769836312,0.6468953543969549,1.2502549624387536,0.06441862359852428,4.81120458191978,1128.0904450270627,362.05456204027206,967.7391728742416,387.0956691496967,387.09216960481854,2.5000226014961866,True
1,38,0.6476271186440677,0.015642034527538873,0.6632691531716066,1.3176495704599187,0.06441862359852428,4.64964603479214,1172.2295160746846,356.1489850955359,975.0227103505707,390.0090841402283,390.00623143187056,2.5000182862998575,True
1,39,0.6644067796610169,0.015255970241672578,0.6796627499026895,1.386813253436432,0.06441862359852428,4.495495648481899,1214.7967032137842,350.19466534892354,982.0852146682626,392.834085867305,392.8317585504426,2.500014811155232,True
1,40,0.6811864406779661,0.0148883050995825,0.6960747457775486,1.457746011368293,0.06441862359852428,4.348329437410528,1255.7291167417761,344.2117997339447,988.9331873622332,395.5732749448933,395.57137463575253,2.5000120099005048,True
1,41,0.6979661016949152,0.014537767670690038,0.7125038693656053,1.5304478442555023,0.06441862359852428,4.207834486160906,1295.0793377016578,338.23149418436117,995.5691216398525,398.22764865594104,398.2353714936181,2.4999515183844156,True
