conductor_length_m,n_pancakes,thickness_m,scan_bin,scan_yr_mid,pancake_length_p60_m,rebco_total_km,row_i,col_j,solenoid_length_m,ri,rf,th,a,a_sc,v,v_bore,b0,scan,je_sc,je_max,stress,rebco_pancake_length,rebco_total_length,j_crit,margin,converged
4.0,1000,0.004,15.0,15.0,2238.321081872327,2238.321081872327,21,18,4.0,0.4645762711864407,0.7563537374511194,0.2917774662646787,1.119160540936163,0.2238321081872325,2.712213740353353,2.712213740353353,34.40708845124153,14.907921656580053,98.17291295246808,215.18946907096137,749.9999999999999,2238.321081872327,2238321.081872327,430.3789381419227,4.383886809493951,True
5.0,1250,0.004,1.0,1.0,3286.2243377237605,4107.780422154701,31,25,5.0,0.6413559322033898,0.9666210628938862,0.3252651306904963,1.6431121688618822,0.3286224337723764,6.461273269014567,6.461273269014567,30.918595504250696,1.266142079042455,79.49558885191227,229.2869760931034,750.0000000000002,3286.2243377237605,4107780.422154701,458.5739521862068,5.768545888004649,True
5.0,1250,0.004,2.0,2.0,2971.8533609683327,3714.816701210416,28,24,5.0,0.6161016949152542,0.9233452501745064,0.3072435552592523,1.4859266804841664,0.2971853360968332,5.9624490936841426,5.9624490936841426,30.659548194328497,1.7116299884237491,83.12361684559515,230.41569411090424,749.9999999999998,2971.8533609683327,3714816.701210416,460.8313882218085,5.54392849721419,True
5.0,1250,0.004,3.0,3.0,2783.2307749150746,3479.0384686438433,26,21,5.0,0.5403389830508475,0.8553336030676144,0.3149946200167669,1.3811363548990223,0.2762272709798044,4.586194605904325,4.586194605904325,33.14888913180251,3.0040303978301135,86.98754450201234,220.04940578214777,750.0,2762.272709798046,3452840.8872475573,440.09881156429554,5.059331356963576,True
5.0,1250,0.004,4.0,4.0,3013.7694912023903,3767.2118640029876,28,19,5.0,0.4898305084745763,0.8443453556305234,0.354514847155947,1.4859266804841664,0.2971853360968332,3.7688733125606606,3.7688733125606606,36.93557463860317,3.749188407920774,85.86334845431676,206.1021118048999,749.9999999999999,2971.8533609683336,3714816.701210417,412.2042236097998,4.80070054371466,True
5.0,1250,0.004,5.0,5.0,2552.6920586277583,3190.8650732846977,24,19,5.0,0.4898305084745763,0.803870316876109,0.3140398084015326,1.2763460293138786,0.2552692058627757,3.7688733125606606,3.7688733125606606,34.76322007739551,4.777896245781306,91.03614491913596,213.8563997400048,750.0000000000002,2552.6920586277583,3190865.0732846977,427.7127994800095,4.69827451349056,True
5.0,1250,0.004,6.0,6.0,2867.0630353831875,3583.8287942289844,27,17,5.0,0.4393220338983051,0.8057984262244694,0.3664763923261643,1.4335315176915944,0.2867063035383188,3.0316973780246337,3.0316973780246337,39.653549701256296,5.830073916529995,88.79588716467892,197.22717667112255,749.9999999999999,2867.0630353831875,3583828.7942289845,394.4543533422451,4.442259275034876,True
5.0,1250,0.004,7.0,7.0,2678.4404493299294,3348.050561662412,24,17,5.0,0.4393220338983051,0.7741300981040444,0.3348080642057393,1.2763460293138786,0.2552692058627757,3.0316973780246337,3.0316973780246337,37.90155460061988,6.985126060247673,92.75420244436476,202.84874448484933,750.0000000000001,2552.6920586277574,3190865.073284697,405.69748896969867,4.373898737505091,True
5.0,1250,0.004,8.0,8.0,3097.6017516705033,3872.002189588129,29,15,5.0,0.3888135593220339,0.8005242249676936,0.4117106656456596,1.5383218432767385,0.3076643686553476,2.374666802296245,2.374666802296245,44.676168422680085,8.167877630270139,88.84125895407401,182.85197024473536,750.0000000000001,3076.6436865534747,3845804.608191843,365.7039404894708,4.11637503559601,True
5.0,1250,0.004,9.0,9.0,2867.0630353831884,3583.8287942289853,27,15,5.0,0.3888135593220339,0.7794121106000066,0.3905985512779726,1.4335315176915944,0.2867063035383188,2.374666802296245,2.374666802296245,43.5156199033288,9.074698439529744,91.1171057353626,185.9657776005305,750.0000000000001,2867.0630353831884,3583828.7942289854,371.931555201061,4.081907038194191,True
5.0,1250,0.004,10.0,10.0,2762.272709798044,3452.840887247555,25,15,5.0,0.3888135593220339,0.7577119779571836,0.3688984186351496,1.3287411921064507,0.2657482384212901,2.374666802296245,2.374666802296245,42.289568838927394,10.173722116794773,93.66173814976214,189.38489403224037,750.0000000000001,2657.482384212901,3321852.980266126,378.76978806448074,4.044018353138395,True
5.0,1250,0.004,11.0,11.0,2636.5243190958713,3295.6553988698392,24,15,5.0,0.3888135593220339,0.7466254370396863,0.3578118777176524,1.2763460293138786,0.2552692058627757,2.374666802296245,2.374666802296245,41.64925497383012,10.813939914036853,95.05212122366866,191.2262242232864,749.9999999999999,2552.6920586277565,3190865.073284696,382.4524484465728,4.023607716724363,True
5.0,1250,0.004,12.0,12.0,1777.2436492976935,2221.5545616221166,17,17,5.0,0.4393220338983051,0.694645320041087,0.2553232861427819,0.9095798897658752,0.181915977953175,3.0316973780246337,3.0316973780246337,33.09819280136922,12.01116732880574,105.81527135602433,220.25030144848216,750.0,1819.1597795317512,2273949.724414689,440.5006028969643,4.162920883270839,True
5.0,1250,0.004,13.0,13.0,2573.6501237447856,3217.0626546809817,25,14,5.0,0.3635593220338983,0.745068344693872,0.3815090226599736,1.3287411921064507,0.2657482384212901,2.0762060239849154,2.0762060239849154,44.47493538767884,13.013447897049724,95.09698423672418,183.38364680794652,750.0000000000002,2657.482384212901,3321852.980266126,366.76729361589304,3.856771027595387,True
5.0,1250,0.004,14.0,14.0,3726.343705181367,4657.929631476709,35,12,5.0,0.3130508474576271,0.8292956491938834,0.5162448017362563,1.8526928200321695,0.3705385640064338,1.539393486467984,1.539393486467984,55.75334972916368,14.283648675902295,88.28299560742826,158.01714777390782,749.9999999999999,3705.3856400643385,4631732.050080423,316.03429554781565,3.5797867230643003,True
5.0,1250,0.004,15.0,15.0,2070.6565609360946,2588.320701170118,17,16,5.0,0.4140677966101695,0.6789553824634144,0.2648875858532448,0.9095798897658752,0.181915977953175,2.6931639203094844,2.6931639203094844,34.72527042368158,14.710586854671826,106.8262861349191,213.9975871524567,750.0,1819.159779531749,2273949.724414686,427.9951743049134,4.006459363048206,True
10.0,2500,0.004,1.0,1.0,2657.482384212901,6643.705960532252,25,14,10.0,0.3635593220338983,0.745068344693872,0.3815090226599736,1.3287411921064507,0.2657482384212901,4.152412047969831,4.152412047969831,44.47493538767883,1.2910975550943813,93.35841605966604,183.38364680794652,750.0,2657.482384212901,6643705.960532252,366.76729361589304,3.9285937904247374,True
10.0,2500,0.004,2.0,2.0,2322.1533423404408,5805.383355851101,22,13,10.0,0.3383050847457627,0.698117535288079,0.3598124505423162,1.171555703728735,0.2343111407457469,3.5955631707509896,3.5955631707509896,44.77487606731992,2.0310838646792475,99.57679791947008,182.59241334592437,750.0,2343.11140745747,5857778.518643674,365.18482669184874,3.66736864733471,True
10.0,2500,0.004,3.0,3.0,2007.7823655850088,5019.455913962523,18,13,10.0,0.3383050847457627,0.6485803727036172,0.3102752879578545,0.9619750525584472,0.1923950105116894,3.5955631707509896,3.5955631707509896,41.578602921630264,2.731403462270214,107.17277877536564,191.43181430023492,750.0000000000003,1923.9501051168936,4809875.262792234,382.86362860046984,3.572396208956687,True
10.0,2500,0.004,4.0,4.0,2929.9372307342746,7324.843076835687,28,10,10.0,0.2625423728813559,0.736147845273316,0.47360547239196,1.4859266804841664,0.2971853360968332,2.165452615517381,2.165452615517381,58.31217148958259,3.827272304283833,98.50166458949164,153.29029165400684,750.0000000000001,2971.8533609683323,7429633.402420831,306.5805833080137,3.1124406332187027,True
10.0,2500,0.004,5.0,5.0,1923.950105116894,4809.875262792235,18,11,10.0,0.2877966101694915,0.6237251464520055,0.3359285362825139,0.9619750525584472,0.1923950105116894,2.602083454524765,2.602083454524765,46.90629960677782,4.9555638160617965,111.59639079298836,177.17886694131994,750.0000000000002,1923.950105116894,4809875.262792235,354.3577338826399,3.175351204143999,True
