candidate_rank,source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,b0,v_bore,scan,je_coil,je_tape,je_max,j_crit,stress,f_tape_min,length_tape,converged,length_tape_km,pancake_length_m,scan_error_yrs,abs_scan_error_yrs,target_scan_yrs,scan_margin_yrs,search_pool,pick_rule
1,thickness_grids_L7000mm.csv,28,20,95,7.0,1.4394343434343435,1.4617588001224366,0.022324456688093,45.5650271416119,5.1199579527178924,45.5650271416119,3.6534534142310777,197.55949000646385,1908.2918147491064,1908.2918147491068,3180.4863579151784,750.0,0.1035268759628558,245757.8007141672,1,245.7578007141672,140.4330289795241,0.15345341423107772,0.15345341423107772,3.5,0.25,pareto,closest
2,thickness_grids_L7000mm.csv,30,20,97,7.0,1.4697171717171718,1.4920416284052649,0.022324456688093,47.50238874186823,5.057531728345148,47.50238874186823,3.3399141241931645,195.7532188601003,1913.720952899168,1913.720952899168,3189.5349214986136,750.0000000000001,0.1022893220474732,247889.16711513227,1,247.88916711513227,141.65095263721844,-0.16008587580683553,0.16008587580683553,3.5,0.25,pareto,closest
3,thickness_grids_L7000mm.csv,27,19,99,7.0,1.5,1.520342822161004,0.0203428221610039,49.48008429403925,4.77327959395629,49.48008429403925,3.674280696186021,203.3621261958757,1938.8764378685416,1938.8764378685416,3231.4607297809025,750.0000000000002,0.1048865839121945,236202.2584614922,1,236.2022584614922,134.97271912085267,0.17428069618602082,0.17428069618602082,3.5,0.25,pareto,closest
0,thickness_grids_L8000mm.csv,49,22,96,8.0,1.4545757575757576,1.48116835016835,0.0265925925925925,53.17561851171512,5.608707617446247,53.17561851171512,1.516054774159046,178.78317269984933,1866.9238527667976,1866.9238527667976,3111.53975461133,750.0,0.0957635055307108,313160.8929931428,1,313.16089299314285,156.58044649657143,0.016054774159045992,0.016054774159045992,1.5,0.25,pareto,closest
1,thickness_grids_L8000mm.csv,50,22,97,8.0,1.4697171717171718,1.4963097643097645,0.0265925925925925,54.28844427642083,5.575942259469994,54.28844427642083,1.4484723287269792,177.95732463162395,1869.6356414483944,1869.6356414483944,3116.059402413991,750.0,0.0951828905517449,314472.93184857734,1,314.47293184857733,157.23646592428867,-0.051527671273020825,0.051527671273020825,1.5,0.25,pareto,closest
2,thickness_grids_L8000mm.csv,48,21,99,8.0,1.5,1.5244077134986227,0.0244077134986225,56.54866776461627,5.284612572665862,56.54866776461627,1.5670423074825088,184.19802036179755,1894.132538075325,1894.132538075325,3156.887563458876,750.0000000000002,0.0972466375288424,300698.0674482933,1,300.69806744829333,150.34903372414666,0.06704230748250883,0.06704230748250883,1.5,0.25,pareto,closest
3,thickness_grids_L8000mm.csv,51,22,98,8.0,1.484858585858586,1.5114511784511784,0.0265925925925925,55.412794027387896,5.5436058385258,55.412794027387896,1.3846448436226382,177.14457357297456,1872.320409475212,1872.320409475212,3120.53401579202,750.0000000000001,0.0946123177830582,315779.31678068417,1,315.77931678068416,157.88965839034208,-0.11535515637736182,0.11535515637736182,1.5,0.25,pareto,closest
4,thickness_grids_L8000mm.csv,47,21,98,8.0,1.484858585858586,1.5092662993572086,0.0244077134986225,55.412794027387896,5.315253271429427,55.412794027387896,1.6383697202281768,185.0350657621325,1891.5229877046177,1891.5229877046177,3152.5383128410294,749.9999999999999,0.0978233238321224,299452.5613541676,1,299.4525613541676,149.7262806770838,0.13836972022817684,0.13836972022817684,1.5,0.25,pareto,closest
5,thickness_grids_L8000mm.csv,52,22,99,8.0,1.5,1.5265925925925925,0.0265925925925925,56.54866776461627,5.511687623682755,56.54866776461627,1.3243261452699937,176.34458557629537,1874.9787568360705,1874.9787568360705,3124.964594726784,750.0000000000001,0.0940515112149151,317080.1335053119,1,317.0801335053119,158.54006675265595,-0.1756738547300063,0.1756738547300063,1.5,0.25,pareto,closest
6,thickness_grids_L8000mm.csv,53,23,96,8.0,1.4545757575757576,1.4834548515457606,0.028879093970003,53.17561851171512,5.839872289365793,53.17561851171512,1.289890061380517,171.42909897806254,1848.0339408053385,1848.0339408053385,3080.0565680088976,750.0000000000001,0.0927629602426874,329687.9610229378,1,329.68796102293777,164.84398051146889,-0.2101099386194829,0.2101099386194829,1.5,0.25,pareto,closest
7,thickness_grids_L8000mm.csv,46,21,97,8.0,1.4697171717171718,1.4941248852157945,0.0244077134986225,54.28844427642083,5.346296186521355,54.28844427642083,1.7138437058360985,185.885484705839,1888.8872043455433,1888.8872043455433,3148.1453405759057,750.0000000000002,0.0984100502550887,298201.76945768506,1,298.2017694576851,149.10088472884254,0.21384370583609846,0.21384370583609846,1.5,0.25,pareto,closest
0,thickness_grids_L8000mm.csv,37,19,97,8.0,1.4697171717171718,1.4900599938781758,0.0203428221610039,54.28844427642083,4.888210747332694,54.28844427642083,2.452356411069461,203.88548775082165,1928.6185535271072,1928.6185535271072,3214.3642558785123,750.0000000000001,0.1057158178728243,266623.7308326219,1,266.6237308326219,133.31186541631095,-0.04764358893053888,0.04764358893053888,2.5,0.25,pareto,closest
1,thickness_grids_L8000mm.csv,36,19,96,8.0,1.4545757575757576,1.4749185797367617,0.0203428221610039,53.17561851171512,4.91703851301399,53.17561851171512,2.5665613843833417,204.83638373494264,1926.0642272094608,1926.0642272094608,3210.107045349101,749.9999999999998,0.1063497160900577,265478.16644685564,1,265.47816644685565,132.73908322342783,0.06656138438334169,0.06656138438334169,2.5,0.25,pareto,closest
2,thickness_grids_L8000mm.csv,38,19,98,8.0,1.484858585858586,1.50520140801959,0.0203428221610039,55.412794027387896,4.859762377821358,55.412794027387896,2.344485917109307,202.94973380801648,1931.1465516666256,1931.1465516666256,3218.5775861110433,750.0,0.1050928701567812,267764.4809160235,1,267.7644809160235,133.88224045801175,-0.15551408289069313,0.15551408289069313,2.5,0.25,pareto,closest
3,thickness_grids_L8000mm.csv,35,19,95,8.0,1.4394343434343435,1.4597771655953475,0.0203428221610039,52.07431673327074,4.94625556425641,52.07431673327074,2.6875493903112844,205.80282344410276,1923.482960009647,1923.482960009647,3205.804933349412,750.0,0.106994877377583,264327.71223336353,1,264.3277122333635,132.16385611668176,0.18754939031128437,0.18754939031128437,2.5,0.25,pareto,closest
4,thickness_grids_L8000mm.csv,34,18,99,8.0,1.5,1.5184628099173554,0.0184628099173553,56.54866776461627,4.606167085523211,56.54866776461627,2.715029707312243,212.19442098057417,1954.0068796659916,1954.0068796659916,3256.678132776653,750.0,0.1085945106891566,253501.25276415216,1,253.50125276415216,126.75062638207608,0.2150297073122429,0.2150297073122429,2.5,0.25,pareto,closest
0,thickness_grids_L8000mm.csv,28,17,98,8.0,1.484858585858586,1.501543005815733,0.0166844199571472,55.412794027387896,4.407070614543432,55.412794027387896,3.466631904258465,224.36668165835573,1972.37463541698,1972.37463541698,3287.2910590283,750.0000000000002,0.1137545969358515,237419.77354560135,1,237.41977354560137,118.70988677280069,-0.03336809574153499,0.03336809574153499,3.5,0.25,pareto,closest
1,thickness_grids_L8000mm.csv,27,17,97,8.0,1.4697171717171718,1.486401591674319,0.0166844199571472,54.28844427642083,4.432922788477532,54.28844427642083,3.625956642377228,225.4041787598862,1969.968274327521,1969.968274327521,3283.280457212535,750.0000000000002,0.1144202075217842,236387.40397733977,1,236.38740397733977,118.19370198866989,0.1259566423772278,0.1259566423772278,3.5,0.25,pareto,closest
2,thickness_grids_L8000mm.csv,29,17,99,8.0,1.5,1.5166844199571472,0.0166844199571472,56.54866776461627,4.38155558403674,56.54866776461627,3.316042091574117,223.34558204738815,1974.7559383630855,1974.7559383630855,3291.259897271809,750.0000000000001,0.1131003470902453,238447.9209466323,1,238.4479209466323,119.22396047331615,-0.1839579084258829,0.1839579084258829,3.5,0.25,pareto,closest
3,thickness_grids_L8000mm.csv,30,18,95,8.0,1.4394343434343435,1.457897153351699,0.0184628099173553,52.07431673327074,4.7155100391136635,52.07431673327074,3.2534786894071086,216.16437544125455,1944.077812424167,1944.077812424167,3240.129687373612,749.9999999999998,0.1111912157321051,249146.66264570085,1,249.14666264570084,124.57333132285042,-0.2465213105928914,0.2465213105928914,3.5,0.25,pareto,closest
0,thickness_grids_L9000mm.csv,46,19,98,9.0,1.484858585858586,1.50520140801959,0.0203428221610039,62.339393280811386,4.899496022962568,62.339393280811386,1.5324761370863254,201.9601183457511,1927.6177214250647,1927.6177214250647,3212.696202375108,750.0000000000001,0.1047718726078345,300314.9433142551,1,300.3149433142551,133.47330813966894,0.03247613708632535,0.03247613708632535,1.5,0.25,pareto,closest
1,thickness_grids_L9000mm.csv,47,19,99,9.0,1.5,1.520342822161004,0.0203428221610039,63.61725123519331,4.872015598552207,63.61725123519331,1.464840193443915,201.03046186198603,1930.056807973172,1930.056807973172,3216.7613466219536,750.0000000000002,0.1041577952687807,301578.48336319317,1,301.5784833631932,134.0348814947525,-0.03515980655608497,0.03515980655608497,1.5,0.25,pareto,closest
2,thickness_grids_L9000mm.csv,48,20,96,9.0,1.4545757575757576,1.4769002142638508,0.022324456688093,59.82257082567951,5.187534309867999,59.82257082567951,1.3989872578166056,194.47616111050573,1902.4526844035215,1902.4526844035215,3170.7544740058697,750.0000000000002,0.1022239147942226,315254.1973603941,1,315.25419736039413,140.1129766046196,-0.1010127421833944,0.1010127421833944,1.5,0.25,pareto,closest
3,thickness_grids_L9000mm.csv,45,19,97,9.0,1.4697171717171718,1.4900599938781758,0.0203428221610039,61.074499810973435,4.927347533699631,61.074499810973435,1.6040654583617504,202.90462963132663,1925.1525798509592,1925.1525798509592,3208.5876330849323,750.0,0.1053966484293078,299046.1050227335,1,299.0461050227335,132.90938001010375,0.10406545836175041,0.10406545836175041,1.5,0.25,pareto,closest
4,thickness_grids_L9000mm.csv,49,20,97,9.0,1.4697171717171718,1.4920416284052649,0.022324456688093,61.074499810973435,5.158015524221517,61.074499810973435,1.335808758311324,193.5620194080559,1904.9985174932167,1904.9985174932167,3174.9975291553615,750.0000000000001,0.1016074383421377,316590.0196933633,1,316.5900196933633,140.70667541927256,-0.16419124168867594,0.16419124168867594,1.5,0.25,pareto,closest
5,thickness_grids_L9000mm.csv,44,19,96,9.0,1.4545757575757576,1.4749185797367617,0.0203428221610039,59.82257082567951,4.955579760528117,59.82257082567951,1.679885978481905,203.86438316055188,1922.6607809910845,1922.6607809910845,3204.4346349851407,749.9999999999999,0.1060324240116162,297771.88283716416,1,297.7718828371642,132.34305903873965,0.1798859784819049,0.1798859784819049,1.5,0.25,pareto,closest
6,thickness_grids_L9000mm.csv,50,20,98,9.0,1.484858585858586,1.507183042546679,0.022324456688093,62.339393280811386,5.128894150601582,62.339393280811386,1.2761579007227988,192.66237678293945,1907.517403774007,1907.517403774007,3179.195672956679,749.9999999999999,0.1010016351105151,317920.1584286463,1,317.9201584286463,141.29784819050946,-0.22384209927720122,0.22384209927720122,1.5,0.25,pareto,closest
0,thickness_grids_L9000mm.csv,34,17,96,9.0,1.4545757575757576,1.4712601775329048,0.0166844199571472,59.82257082567951,4.493997379114511,59.82257082567951,2.483856079176124,225.38643921757307,1964.3088184034705,1964.3088184034705,3273.848030672451,750.0000000000003,0.1147408376452538,263949.12715230824,1,263.9491271523082,117.31072317880366,-0.016143920823875835,0.016143920823875835,2.5,0.25,pareto,closest
1,thickness_grids_L9000mm.csv,33,17,95,9.0,1.4394343434343435,1.4561187633914907,0.0166844199571472,58.58360632492958,4.520012094685887,58.58360632492958,2.6025307272083675,226.4679343982538,1961.9089752724688,1961.9089752724688,3269.8482921207815,750.0000000000001,0.1154324371072322,262791.69985523087,1,262.7916998552309,116.79631104676928,0.10253072720836753,0.10253072720836753,2.5,0.25,pareto,closest
2,thickness_grids_L9000mm.csv,35,17,97,9.0,1.4697171717171718,1.486401591674319,0.0166844199571472,61.074499810973435,4.468338849640549,61.074499810973435,2.3718677345893986,224.3223312577053,1966.682112904537,1966.682112904537,3277.803521507562,750.0000000000001,0.1140613064947288,265101.67050559365,1,265.10167050559363,117.82296466915273,-0.1281322654106014,0.1281322654106014,2.5,0.25,pareto,closest
3,thickness_grids_L9000mm.csv,32,16,99,9.0,1.5,1.5150076522803797,0.0150076522803795,63.61725123519331,4.192706834121445,63.61725123519331,2.6708342868505626,234.45982544888184,1992.5789275074633,1992.5789275074633,3320.9648791791055,750.0000000000002,0.1176665186067033,250896.85269286335,1,250.89685269286335,111.50971230793928,0.17083428685056257,0.17083428685056257,2.5,0.25,pareto,closest
4,thickness_grids_L9000mm.csv,36,17,98,9.0,1.484858585858586,1.501543005815733,0.0166844199571472,62.339393280811386,4.443027379998197,62.339393280811386,2.2661225907461597,223.2751632706808,1969.029470337962,1969.029470337962,3281.7157838966036,750.0000000000001,0.1133935101704486,266249.40890577226,1,266.24940890577227,118.33307062478768,-0.23387740925384026,0.23387740925384026,2.5,0.25,pareto,closest
0,thickness_grids_L9000mm.csv,26,15,98,9.0,1.484858585858586,1.4982910927456383,0.0134325068870523,62.339393280811386,3.99131621504334,62.339393280811386,3.4796439909861334,249.1062725270978,2011.9783475710192,2011.9783475710192,3353.297245951699,750.0000000000002,0.1238116070323688,233794.67150678637,1,233.79467150678636,103.90874289190504,-0.020356009013866583,0.020356009013866583,3.5,0.25,pareto,closest
1,thickness_grids_L9000mm.csv,25,15,97,9.0,1.4697171717171718,1.4831496786042242,0.0134325068870523,61.074499810973435,4.014098221226459,61.074499810973435,3.641856975644884,250.27754592227265,2009.763076443917,2009.763076443917,3349.6051274065285,750.0,0.1245308707557284,232765.75847862696,1,232.76575847862696,103.4514482127231,0.1418569756448842,0.1418569756448842,3.5,0.25,pareto,closest
2,thickness_grids_L9000mm.csv,27,15,99,9.0,1.5,1.5134325068870524,0.0134325068870523,63.61725123519331,3.968839478647057,63.61725123519331,3.3263718152155746,247.95350281885217,2014.1691835033691,2014.1691835033691,3356.948639172282,750.0000000000001,0.1231046055364481,234819.39964468335,1,234.8193996446834,104.36417761985928,-0.17362818478442543,0.17362818478442543,3.5,0.25,pareto,closest
