source_file,pareto_rank,solenoid_length_m,length_tape_km,scan,row_i,col_j,ri,rf,th,v,b0,v_bore,je_coil,je_tape,je_max,j_crit,stress,f_tape_min,length_tape,converged,pancake_length_m
thickness_grids_L3000mm.csv,17,3.0,280.8365093077286,6.49270726073014,44,99,1.5,1.6003703703703704,0.1003703703703703,21.205750411731103,8.387853221289408,21.205750411731103,95.62966740256591,1664.4780047724194,1664.4780047724194,2774.1300079540324,750.0,0.0574532478821437,280836.5093077286,1,374.4486790769715
thickness_grids_L3000mm.csv,18,3.0,287.2404131513332,6.395528360979961,45,97,1.4697171717171718,1.5746097337006428,0.104892561983471,20.358166603657818,8.710651826041065,20.358166603657818,94.14488415342824,1644.019781092326,1644.019781092326,2740.03296848721,750.0,0.0572650555888543,287240.4131513332,1,382.987217535111
thickness_grids_L3000mm.csv,19,3.0,288.15554189388814,6.18813755766298,45,98,1.484858585858586,1.589751147842057,0.104892561983471,20.779797760270466,8.63397715973451,20.779797760270466,93.78817105159152,1648.8291554076711,1648.8291554076711,2748.0485923461188,750.0000000000001,0.056881679186709,288155.54189388815,1,384.2073891918509
thickness_grids_L3000mm.csv,20,3.0,289.06527014004257,5.990653097169656,45,99,1.5,1.604892561983471,0.104892561983471,21.205750411731103,8.558324214559583,21.205750411731103,93.43648549411398,1653.604804183666,1653.604804183666,2756.0080069727765,749.9999999999999,0.0565047254686954,289065.2701400426,1,385.4203601867234
thickness_grids_L3000mm.csv,21,3.0,295.5124828168833,5.913683274665395,46,97,1.4697171717171718,1.579233547597184,0.1095163758800122,20.358166603657818,8.882909693476666,20.358166603657818,92.0236535996961,1633.326418919661,1633.326418919661,2722.210698199435,749.9999999999999,0.0563412509182112,295512.4828168833,1,394.0166437558444
thickness_grids_L3000mm.csv,22,3.0,296.4455338949826,5.721549663945354,46,98,1.484858585858586,1.594374961738598,0.1095163758800122,20.779797760270466,8.804860249074629,20.779797760270466,91.67642967749948,1638.1525791813,1638.1525791813,2730.2542986354997,750.0000000000001,0.0559633033226469,296445.5338949826,1,395.2607118599768
thickness_grids_L3000mm.csv,23,3.0,297.37299771164135,5.538604759865699,46,99,1.5,1.6095163758800122,0.1095163758800122,21.205750411731103,8.72784819807933,21.205750411731103,91.33408132200424,1642.945370567896,1642.945370567896,2738.242284279827,750.0000000000002,0.0555916727105989,297372.99771164136,1,396.4973302821885
thickness_grids_L3000mm.csv,24,3.0,303.8625460856394,5.4787975473745245,47,97,1.4697171717171718,1.5839589837771657,0.1142418120599939,20.358166603657818,9.054165924236234,20.358166603657818,89.98836816863187,1622.8453745894856,1622.8453745894856,2704.742290982476,749.9999999999999,0.0554509810840082,303862.5460856394,1,405.1500614475192
thickness_grids_L3000mm.csv,25,3.0,304.8135807672544,5.3004462364426805,47,98,1.484858585858586,1.5991003979185798,0.1142418120599939,20.779797760270466,8.974758618638292,20.779797760270466,89.65026822576858,1627.686771696859,1627.686771696859,2712.811286161432,750.0,0.055078329433315,304813.5807672544,1,406.4181076896725
thickness_grids_L3000mm.csv,26,3.0,305.75883687411016,5.130635028595718,47,99,1.5,1.614241812059994,0.1142418120599939,21.205750411731103,8.896404010495209,21.205750411731103,89.31689759655082,1632.4951635873667,1632.4951635873667,2720.825272645611,749.9999999999999,0.0547118910908619,305758.83687411016,1,407.67844916548023
thickness_grids_L3000mm.csv,27,3.0,312.28974019488567,5.085417336348799,48,97,1.4697171717171718,1.5887860422405875,0.119068870523416,20.358166603657818,9.224399686513662,20.358166603657818,88.03387097479713,1612.5720743256377,1612.5720743256377,2687.6201238760627,750.0000000000001,0.0545922085446084,312289.74019488564,1,416.38632025984754
